sample_id,component,target_nucleotide_index,reverse_target_nucleotide_index,target_nucleotide_class,repeat_masked_target,left_logp_a,right_logp_a,left_logp_c,right_logp_c,left_logp_g,right_logp_g,left_logp_t,right_logp_t
210,cds,185,69,2,False,-0.890625,-1.109375,-1.6484375,-1.34375,-1.703125,-1.5,-1.5390625,-1.6875
211,upstream,144,110,1,False,-1.421875,-1.5625,-1.3515625,-1.2734375,-1.5703125,-1.4453125,-1.2265625,-1.2890625
212,downstream,70,184,0,False,-1.3671875,-1.21875,-1.703125,-1.53125,-1.390625,-1.7421875,-1.15625,-1.1640625
213,enhancer,126,128,0,False,-0.98046875,-0.55078125,-1.5625,-2.1875,-3.46875,-2.640625,-0.9609375,-1.4296875
214,ncrna,82,172,3,False,-3.578125,-3.921875,-0.75390625,-2.484375,-5.78125,-4.875,-0.69921875,-0.1181640625
215,cds,67,187,3,True,-0.71484375,-1.1484375,-5.40625,-4.46875,-6.03125,-5.75,-0.68359375,-0.40234375
216,upstream,41,213,0,False,-1.3203125,-1.40625,-1.84375,-1.5,-1.765625,-1.7890625,-0.91015625,-1.0078125
217,downstream,73,181,3,True,-1.3828125,-1.265625,-2.046875,-1.53125,-1.609375,-1.84375,-0.8671875,-1.0625
218,enhancer,111,143,3,False,-4.4375,-1.5,-0.78125,-1.390625,-3.734375,-1.703125,-0.6796875,-1.0625
219,ncrna,203,51,1,False,-7.75,-5.53125,-0.00518798828125,-0.04345703125,-6.5,-5.53125,-5.71875,-3.359375
220,cds,36,218,3,False,-1.7421875,-2.1875,-1.6953125,-0.984375,-0.828125,-1.3046875,-1.59375,-1.4140625
221,upstream,11,243,1,False,-1.859375,-1.140625,-1.2578125,-1.3828125,-1.0390625,-1.7578125,-1.5859375,-1.3515625
222,downstream,179,75,0,True,-1.296875,-0.9921875,-1.546875,-2.25,-1.59375,-1.9140625,-1.171875,-0.9765625
223,enhancer,23,231,1,False,-1.15625,-1.46875,-1.671875,-1.1796875,-1.4609375,-1.625,-1.328125,-1.328125
224,ncrna,234,20,0,False,-0.171875,-0.0223388671875,-3.53125,-5.03125,-2.140625,-4.5625,-4.5,-5.28125
225,cds,123,131,0,False,-1.9296875,-2.09375,-0.6953125,-1.3046875,-1.234375,-1.28125,-2.71875,-1.109375
226,upstream,78,176,2,False,-2.3125,-2.109375,-0.984375,-1.34375,-0.80078125,-0.5390625,-2.5625,-3.3125
227,downstream,84,170,2,True,-1.59375,-2.4375,-1.34375,-0.75,-1.09375,-1.2265625,-1.6015625,-1.921875
228,enhancer,3,251,0,False,-1.3203125,-1.421875,-1.171875,-1.0703125,-2.234375,-1.6640625,-1.15625,-1.484375
229,ncrna,18,236,1,False,-3.15625,-4.25,-0.11474609375,-0.06982421875,-3.578125,-3.921875,-3.265625,-3.390625
230,cds,25,229,0,False,-1.5390625,-1.265625,-1.453125,-1.3828125,-1.40625,-1.796875,-1.1796875,-1.203125
231,upstream,130,124,1,False,-1.6796875,-1.171875,-1.171875,-1.4921875,-1.15625,-1.25,-1.6640625,-1.71875
232,downstream,41,213,1,False,-5.15625,-1.3125,-0.043701171875,-1.0703125,-5.53125,-2.109375,-3.421875,-1.328125
233,enhancer,66,188,0,True,-1.2578125,-1.1328125,-1.7109375,-1.703125,-1.4296875,-2.03125,-1.21875,-1.0078125
234,ncrna,138,116,2,False,-3.015625,-3.8125,-1.375,-0.080078125,-0.9375,-3.765625,-1.1875,-3.453125
235,cds,9,245,0,False,-1.078125,-0.94921875,-1.6015625,-2.78125,-1.71875,-1.75,-1.2734375,-0.9765625
236,upstream,113,141,0,False,-1.0,-1.0078125,-1.7890625,-1.5625,-2.140625,-1.734375,-1.046875,-1.3828125
237,downstream,16,238,3,False,-1.421875,-1.2734375,-1.3515625,-2.640625,-1.21875,-1.5546875,-1.5859375,-0.82421875
238,enhancer,3,251,2,False,-1.171875,-1.0234375,-1.4765625,-3.578125,-1.609375,-1.453125,-1.3359375,-0.97265625
239,ncrna,208,46,0,True,-0.10888671875,-0.578125,-4.09375,-1.4609375,-2.59375,-1.6875,-4.4375,-3.859375
240,cds,248,6,0,False,-1.5546875,-1.6640625,-1.0078125,-1.140625,-1.109375,-1.140625,-2.34375,-1.7578125
241,upstream,70,184,2,True,-1.2734375,-1.15625,-1.84375,-1.71875,-1.7578125,-1.4453125,-0.9453125,-1.3046875
242,downstream,148,106,3,False,-1.2578125,-1.203125,-1.515625,-2.25,-1.5859375,-1.5625,-1.234375,-0.953125
243,enhancer,41,213,3,False,-1.1796875,-1.2734375,-1.5078125,-2.921875,-1.75,-1.984375,-1.2109375,-0.63671875
244,ncrna,207,47,0,False,-0.058349609375,-0.040771484375,-5.03125,-5.09375,-3.078125,-3.515625,-5.5625,-5.5
245,cds,88,166,0,False,-0.79296875,-0.0123291015625,-1.796875,-8.0625,-1.578125,-4.59375,-1.7421875,-6.40625
246,upstream,15,239,1,False,-1.15625,-1.0625,-1.203125,-1.75,-1.6328125,-1.15625,-1.6640625,-1.796875
247,downstream,69,185,1,True,-3.078125,-5.28125,-0.8203125,-0.2060546875,-0.734375,-5.75,-3.421875,-1.7265625
248,enhancer,211,43,3,False,-1.734375,-1.25,-1.3125,-1.0859375,-1.09375,-1.734375,-1.5234375,-1.609375
249,ncrna,129,125,0,False,-0.0011138916015625,-0.0035858154296875,-8.3125,-7.15625,-7.34375,-5.9375,-8.4375,-8.625
250,cds,5,249,2,False,-1.25,-1.9453125,-1.4765625,-3.34375,-1.5546875,-0.244140625,-1.296875,-3.25
251,upstream,108,146,0,False,-1.3125,-1.2265625,-1.546875,-1.5859375,-1.59375,-1.828125,-1.15625,-1.078125
252,downstream,58,196,0,False,-0.91796875,-1.1953125,-1.53125,-1.578125,-2.375,-1.25,-1.234375,-1.5859375
253,enhancer,80,174,0,False,-1.125,-1.6015625,-1.6796875,-1.859375,-1.609375,-2.265625,-1.2421875,-0.6171875
254,ncrna,61,193,2,False,-3.96875,-4.28125,-3.140625,-5.75,-0.0966796875,-0.0250244140625,-3.515625,-4.875
255,cds,14,240,2,False,-1.2578125,-1.1328125,-1.609375,-1.2109375,-1.40625,-1.421875,-1.3046875,-1.9609375
256,upstream,32,222,3,True,-1.328125,-2.203125,-1.515625,-0.98046875,-1.2265625,-1.1171875,-1.5078125,-1.671875
257,downstream,92,162,1,False,-5.03125,-5.21875,-0.0289306640625,-0.03125,-5.90625,-4.40625,-3.953125,-4.3125
258,enhancer,137,117,3,False,-6.65625,-3.453125,-5.25,-5.4375,-5.90625,-5.375,-0.00927734375,-0.041259765625
259,ncrna,93,161,2,False,-6.9375,-4.3125,-12.25,-10.6875,-0.001007080078125,-0.01336669921875,-10.9375,-10.0
260,cds,78,176,1,False,-10.125,-8.6875,-0.061279296875,-0.0218505859375,-8.75,-7.71875,-2.828125,-3.859375
261,upstream,70,184,2,False,-1.125,-1.3671875,-1.65625,-1.1171875,-1.5,-1.484375,-1.3359375,-1.6484375
262,downstream,72,182,0,False,-0.03857421875,-0.71484375,-5.09375,-0.78515625,-3.59375,-3.171875,-5.46875,-4.46875
263,enhancer,160,94,0,True,-1.46875,-1.09375,-0.98828125,-1.125,-1.5703125,-1.5234375,-1.6640625,-2.109375
264,ncrna,100,154,3,False,-4.9375,-1.3828125,-1.9765625,-4.65625,-3.59375,-0.3125,-0.1904296875,-4.90625
265,cds,92,162,3,False,-1.96875,-1.4296875,-1.234375,-2.09375,-1.328125,-1.140625,-1.1875,-1.1484375
266,upstream,188,66,1,False,-1.2890625,-1.46875,-1.65625,-1.6015625,-1.8203125,-1.3671875,-0.9921875,-1.1640625
267,downstream,119,135,2,False,-2.75,-4.9375,-3.921875,-5.53125,-0.123046875,-0.013427734375,-3.4375,-6.09375
268,enhancer,29,225,3,False,-6.53125,-8.0625,-4.40625,-5.46875,-5.84375,-7.21875,-0.016845703125,-0.00531005859375
269,ncrna,27,227,2,False,-2.734375,-3.234375,-1.6484375,-5.5625,-0.455078125,-0.053466796875,-2.21875,-4.71875
270,cds,107,147,3,False,-1.0703125,-1.2109375,-1.5390625,-1.3203125,-1.8359375,-2.15625,-1.265625,-1.140625
271,upstream,181,73,1,False,-1.8203125,-1.5078125,-1.1796875,-1.390625,-0.98828125,-0.89453125,-1.8359375,-2.09375
272,downstream,93,161,2,False,-1.2421875,-0.8984375,-1.5546875,-1.734375,-1.6796875,-1.7265625,-1.1640625,-1.4375
273,enhancer,43,211,2,False,-1.4296875,-0.984375,-1.6953125,-3.53125,-1.3125,-1.4375,-1.1796875,-1.0234375
274,ncrna,88,166,2,False,-2.71875,-3.734375,-1.703125,-3.984375,-0.5390625,-0.08447265625,-1.78125,-3.25
275,cds,122,132,1,False,-1.21875,-1.140625,-1.6953125,-2.453125,-1.4296875,-1.0390625,-1.2734375,-1.421875
276,upstream,127,127,0,False,-1.0,-1.1328125,-1.75,-2.046875,-1.59375,-1.2734375,-1.3671875,-1.3125
277,downstream,5,249,3,False,-0.95703125,-2.0625,-1.609375,-1.6875,-2.21875,-1.8671875,-1.1796875,-0.62890625
278,enhancer,31,223,2,False,-0.8671875,-1.0078125,-1.859375,-1.8046875,-1.578125,-1.953125,-1.515625,-1.1171875
279,ncrna,51,203,1,False,-6.28125,-6.9375,-0.0206298828125,-0.006561279296875,-5.53125,-6.21875,-4.21875,-5.625
280,cds,17,237,0,False,-2.578125,-2.953125,-0.322265625,-0.9140625,-2.234375,-1.5,-2.390625,-1.125
281,upstream,222,32,2,False,-4.0,-1.234375,-0.80859375,-1.515625,-1.6171875,-1.71875,-1.0859375,-1.171875
282,downstream,126,128,3,False,-1.6015625,-1.015625,-1.6640625,-1.90625,-1.6484375,-1.78125,-0.87890625,-1.140625
283,enhancer,46,208,3,False,-6.625,-6.0625,-5.0625,-5.625,-4.71875,-6.1875,-0.016845703125,-0.00811767578125
284,ncrna,83,171,2,False,-2.4375,-2.796875,-1.015625,-2.1875,-0.765625,-0.2236328125,-2.453125,-3.625
285,cds,163,91,2,False,-3.0625,-1.765625,-1.65625,-1.546875,-0.3359375,-1.078125,-3.0625,-1.2890625
286,upstream,186,68,0,False,-1.390625,-1.484375,-1.828125,-1.2734375,-1.546875,-1.3671875,-0.97265625,-1.4375
287,downstream,42,212,0,False,-1.59375,-0.9453125,-1.2421875,-1.71875,-1.28125,-1.8203125,-1.4609375,-1.3046875
288,enhancer,31,223,2,False,-1.140625,-0.7109375,-1.3515625,-1.8984375,-1.6328125,-2.015625,-1.5,-1.484375
289,ncrna,88,166,3,False,-2.453125,-3.78125,-2.625,-3.25,-1.828125,-0.267578125,-0.38671875,-1.75
290,cds,184,70,1,False,-1.3203125,-1.46875,-1.5078125,-1.2421875,-1.265625,-1.375,-1.46875,-1.484375
291,upstream,130,124,0,False,-1.6171875,-0.96484375,-1.4375,-1.96875,-1.3515625,-1.78125,-1.1875,-1.171875
292,downstream,19,235,3,False,-1.3515625,-1.171875,-1.46875,-1.5546875,-1.4140625,-1.9765625,-1.3203125,-1.078125
293,enhancer,117,137,0,False,-0.1416015625,-0.73828125,-3.796875,-0.75390625,-2.65625,-4.1875,-3.25,-3.359375
294,ncrna,72,182,0,False,-0.5625,-1.2265625,-2.765625,-1.65625,-2.34375,-1.78125,-1.3046875,-1.0546875
295,cds,204,50,3,False,-1.25,-1.1875,-3.5,-1.8359375,-2.3125,-1.84375,-0.53515625,-0.98046875
296,upstream,115,139,3,True,-1.109375,-1.1171875,-1.6953125,-1.90625,-1.7890625,-1.7109375,-1.140625,-1.0703125
297,downstream,54,200,2,False,-1.2890625,-0.91015625,-1.3203125,-2.59375,-1.40625,-1.6640625,-1.546875,-1.1015625
298,enhancer,135,119,0,False,-1.1171875,-1.1875,-1.6875,-1.828125,-1.7578125,-1.6015625,-1.15625,-1.1015625
299,ncrna,106,148,3,False,-8.8125,-9.125,-8.1875,-7.375,-7.71875,-8.125,-0.000881195068359375,-0.00104522705078125
300,cds,211,43,1,False,-1.265625,-1.1953125,-1.6796875,-1.65625,-1.0703125,-0.984375,-1.6640625,-2.015625
301,upstream,134,120,1,False,-1.5703125,-1.4765625,-1.2578125,-1.1015625,-1.8984375,-1.578125,-1.03125,-1.4609375
302,downstream,243,11,1,False,-1.390625,-1.234375,-1.65625,-1.046875,-1.3828125,-1.6015625,-1.171875,-1.84375
303,enhancer,173,81,0,True,-1.8671875,-1.078125,-1.21875,-1.328125,-1.3203125,-1.78125,-1.265625,-1.484375
304,ncrna,182,72,0,False,-0.07373046875,-1.0078125,-3.875,-1.640625,-3.21875,-1.578125,-4.59375,-1.453125
305,cds,243,11,0,False,-1.8203125,-1.515625,-1.28125,-1.328125,-1.0,-1.6171875,-1.6484375,-1.1484375
306,upstream,174,80,0,False,-1.3515625,-1.6484375,-1.3984375,-1.8515625,-1.0234375,-1.0390625,-2.015625,-1.21875
307,downstream,17,237,0,True,-1.2578125,-0.9609375,-1.65625,-2.65625,-1.421875,-2.546875,-1.2578125,-0.7578125
308,enhancer,215,39,0,False,-0.0023345947265625,-1.2109375,-7.59375,-3.234375,-6.625,-1.1640625,-7.59375,-1.0546875
309,ncrna,198,56,1,False,-4.65625,-1.078125,-0.050048828125,-1.421875,-6.09375,-1.5703125,-3.296875,-1.5625
310,cds,58,196,1,False,-1.140625,-9.375,-1.796875,-0.322265625,-1.5078125,-9.3125,-1.234375,-1.2890625
311,upstream,174,80,3,False,-1.109375,-1.515625,-1.96875,-1.453125,-2.78125,-1.9609375,-0.7578125,-0.8984375
312,downstream,6,248,3,False,-1.265625,-2.296875,-1.640625,-2.0,-1.390625,-2.25,-1.2890625,-0.416015625
313,enhancer,111,143,1,False,-9.9375,-5.5625,-0.0004253387451171875,-0.00933837890625,-10.0625,-7.34375,-8.0,-5.34375
314,ncrna,0,254,2,False,-1.296875,-4.875,-1.4609375,-6.375,-1.4765625,-0.013916015625,-1.3203125,-5.4375
315,cds,78,176,0,False,-1.53125,-1.4921875,-1.3828125,-1.6484375,-1.265625,-0.91015625,-1.3828125,-1.71875
316,upstream,110,144,3,False,-1.609375,-1.15625,-1.6484375,-1.734375,-0.9140625,-1.5,-1.5703125,-1.2578125
317,downstream,72,182,2,False,-1.78125,-1.21875,-1.3828125,-2.546875,-1.2265625,-1.8125,-1.25,-0.76953125
318,enhancer,59,195,3,True,-1.6953125,-1.1953125,-1.3984375,-1.5078125,-1.359375,-1.59375,-1.1640625,-1.296875
319,ncrna,35,219,2,False,-1.2578125,-1.875,-1.546875,-0.61328125,-1.40625,-1.734375,-1.3515625,-2.046875
320,cds,59,195,1,False,-0.7421875,-2.796875,-1.3828125,-1.140625,-3.15625,-3.109375,-1.46875,-0.55078125
321,upstream,180,74,2,False,-1.75,-1.4140625,-1.1171875,-1.65625,-1.4140625,-1.40625,-1.3671875,-1.140625
322,downstream,249,5,1,True,-3.15625,-1.2890625,-0.08447265625,-1.1328125,-4.71875,-1.6171875,-3.515625,-1.5859375
323,enhancer,213,41,3,False,-5.65625,-5.09375,-2.265625,-3.203125,-5.1875,-4.4375,-0.119140625,-0.060546875
324,ncrna,168,86,2,False,-5.21875,-1.71875,-6.6875,-2.265625,-0.00836181640625,-0.353515625,-6.4375,-4.25
325,cds,247,7,3,False,-0.80859375,-1.1875,-2.515625,-1.5546875,-2.5,-1.2890625,-0.94140625,-1.5703125
326,upstream,15,239,2,False,-1.2421875,-1.4765625,-1.9296875,-1.296875,-0.8203125,-1.6015625,-2.078125,-1.21875
327,downstream,26,228,0,False,-1.5,-1.1328125,-1.421875,-1.8359375,-1.25,-1.8515625,-1.3828125,-1.015625
328,enhancer,167,87,3,False,-1.34375,-1.75,-1.6953125,-2.265625,-1.421875,-0.70703125,-1.15625,-1.4765625
329,ncrna,238,16,3,False,-4.4375,-1.6640625,-3.0625,-1.90625,-4.96875,-2.171875,-0.06787109375,-0.6015625
330,cds,58,196,2,False,-0.95703125,-1.1640625,-1.8984375,-2.703125,-1.65625,-1.84375,-1.2890625,-0.7734375
331,upstream,198,56,0,True,-1.2734375,-1.2265625,-1.9296875,-2.65625,-1.3515625,-1.875,-1.1484375,-0.7265625
332,downstream,71,183,0,False,-1.453125,-0.88671875,-1.7890625,-1.8203125,-1.171875,-1.7421875,-1.2421875,-1.3828125
333,enhancer,167,87,1,True,-1.09375,-1.21875,-1.671875,-1.4765625,-1.5625,-1.4921875,-1.3203125,-1.3828125
334,ncrna,85,169,0,False,-1.0234375,-0.01287841796875,-1.7421875,-6.5625,-1.015625,-4.5,-2.25,-7.75
335,cds,17,237,1,False,-0.98828125,-0.9375,-1.2890625,-1.546875,-2.546875,-1.6171875,-1.296875,-1.6171875
336,upstream,177,77,3,False,-1.546875,-1.046875,-1.2265625,-3.046875,-2.921875,-1.1328125,-0.8203125,-1.2734375
337,downstream,139,115,2,False,-1.171875,-1.3125,-1.84375,-1.6171875,-1.6640625,-1.28125,-1.0703125,-1.3671875
338,enhancer,33,221,2,False,-1.0390625,-1.515625,-2.3125,-1.296875,-0.92578125,-1.3203125,-1.890625,-1.421875
339,ncrna,73,181,0,False,-0.00109100341796875,-0.00023746490478515625,-8.0,-9.375,-7.6875,-8.875,-8.125,-11.75
340,cds,4,250,2,False,-1.546875,-1.1171875,-1.5234375,-1.7578125,-1.484375,-1.6796875,-1.0703125,-1.1640625
341,upstream,193,61,2,False,-1.203125,-1.015625,-1.234375,-2.765625,-1.6328125,-1.4140625,-1.546875,-1.1015625
342,downstream,56,198,3,False,-2.484375,-1.921875,-1.140625,-0.87109375,-0.94140625,-1.4765625,-1.578125,-1.578125
343,enhancer,58,196,3,False,-1.1328125,-1.2890625,-1.078125,-3.953125,-2.546875,-1.5703125,-1.34375,-0.703125
344,ncrna,76,178,0,False,-1.0,-2.078125,-1.28125,-0.451171875,-3.09375,-2.359375,-1.171875,-1.9296875
345,cds,92,162,3,False,-1.8046875,-2.84375,-0.91015625,-0.60546875,-1.734375,-1.2890625,-1.359375,-2.125
346,upstream,230,24,2,True,-1.7265625,-1.28125,-1.3984375,-1.65625,-1.4375,-1.75,-1.0859375,-1.03125
347,downstream,160,94,3,False,-1.1640625,-1.4921875,-1.71875,-1.5625,-2.015625,-1.5859375,-0.9765625,-1.0234375
348,enhancer,109,145,3,False,-5.78125,-1.0625,-4.4375,-1.8359375,-6.5625,-1.1484375,-0.0166015625,-1.7265625
349,ncrna,237,17,3,False,-6.8125,-1.421875,-3.25,-0.9140625,-5.5,-1.7109375,-0.044921875,-1.734375
350,cds,166,88,3,False,-1.890625,-1.1171875,-1.3984375,-1.6328125,-1.375,-1.8359375,-1.046875,-1.1484375
351,upstream,131,123,0,False,-1.1171875,-0.9453125,-1.765625,-1.8125,-1.7421875,-1.734375,-1.1171875,-1.3046875
352,downstream,92,162,1,True,-1.0625,-1.4375,-1.640625,-2.109375,-1.9765625,-1.5390625,-1.140625,-0.8515625
353,enhancer,21,233,3,False,-1.3515625,-1.2265625,-1.25,-1.6328125,-1.6171875,-1.6875,-1.359375,-1.125
354,ncrna,248,6,3,False,-6.96875,-1.9140625,-5.34375,-1.0390625,-5.21875,-1.4609375,-0.01129150390625,-1.328125
355,cds,125,129,0,False,-0.0045166015625,-0.01141357421875,-8.3125,-6.65625,-5.6875,-6.90625,-7.09375,-4.6875
356,upstream,42,212,0,False,-1.125,-1.1953125,-1.2890625,-1.5625,-2.90625,-1.71875,-1.0546875,-1.171875
357,downstream,6,248,1,False,-1.796875,-1.2890625,-1.21875,-1.609375,-1.5078125,-1.75,-1.1484375,-1.046875
358,enhancer,91,163,1,True,-1.6875,-1.8671875,-1.4765625,-1.1796875,-1.640625,-1.078125,-0.93359375,-1.625
359,ncrna,196,58,2,False,-0.41015625,-0.11865234375,-2.515625,-4.53125,-2.5625,-2.421875,-1.71875,-4.46875
360,cds,98,156,0,False,-0.92578125,-1.078125,-1.921875,-1.78125,-1.453125,-1.125,-1.5,-1.796875
361,upstream,180,74,2,False,-1.21875,-1.15625,-1.7109375,-1.546875,-1.0859375,-1.671875,-1.6796875,-1.2578125
362,downstream,15,239,0,False,-1.2265625,-0.9921875,-1.1796875,-1.453125,-1.6953125,-1.8828125,-1.53125,-1.4140625
363,enhancer,144,110,3,False,-1.5625,-6.75,-1.484375,-5.0,-1.1171875,-5.84375,-1.4453125,-0.01080322265625
364,ncrna,249,5,1,False,-3.3125,-1.6328125,-0.462890625,-1.203125,-2.625,-1.71875,-1.34375,-1.125
365,cds,126,128,2,False,-1.171875,-1.0,-1.8984375,-1.4765625,-1.1875,-1.546875,-1.4453125,-1.6484375
366,upstream,250,4,2,False,-1.9609375,-1.1328125,-2.453125,-2.5,-0.365234375,-1.2109375,-2.53125,-1.2109375
367,downstream,117,137,2,True,-1.015625,-0.99609375,-1.5546875,-1.5859375,-1.6875,-1.6875,-1.421875,-1.421875
368,enhancer,232,22,0,False,-0.96484375,-1.2109375,-1.6015625,-1.2734375,-1.4609375,-1.4375,-1.6875,-1.6953125
369,ncrna,203,51,2,False,-3.6875,-2.828125,-5.15625,-0.58984375,-0.036376953125,-1.03125,-5.3125,-3.546875
370,cds,152,102,1,False,-2.21875,-2.015625,-1.1875,-0.80078125,-1.1015625,-1.3203125,-1.3671875,-1.890625
371,upstream,203,51,0,False,-0.044677734375,-1.53125,-7.0,-1.0703125,-4.0,-1.828125,-3.703125,-1.2734375
372,downstream,180,74,3,False,-1.0859375,-1.40625,-1.5703125,-1.1953125,-1.21875,-1.4765625,-1.8359375,-1.5
373,enhancer,196,58,3,False,-1.1484375,-1.3203125,-2.03125,-1.796875,-1.75,-1.5546875,-0.97265625,-1.0390625
374,ncrna,207,47,0,False,-0.37890625,-0.150390625,-2.59375,-3.9375,-4.125,-2.34375,-1.4921875,-3.765625
375,cds,159,95,3,False,-5.34375,-1.203125,-4.5625,-3.0625,-6.40625,-1.0546875,-0.01708984375,-1.1875
376,upstream,221,33,3,False,-1.4609375,-0.9609375,-1.3046875,-2.609375,-1.0703125,-1.6484375,-1.875,-1.0390625
377,downstream,130,124,1,False,-1.7421875,-1.2265625,-1.3125,-1.0859375,-1.984375,-1.4453125,-0.87109375,-2.015625
378,enhancer,30,224,0,True,-0.78125,-0.9609375,-1.5703125,-1.625,-1.3671875,-1.4140625,-2.546875,-1.734375
379,ncrna,190,64,3,False,-0.134765625,-1.7578125,-3.859375,-1.453125,-2.46875,-0.96875,-3.9375,-1.5390625
380,cds,45,209,2,False,-1.390625,-1.34375,-1.71875,-1.1328125,-1.5625,-1.34375,-1.015625,-1.859375
381,upstream,236,18,2,False,-1.75,-1.828125,-1.1875,-1.2109375,-0.95703125,-0.96484375,-1.984375,-1.8359375
382,downstream,243,11,3,False,-1.1875,-1.421875,-1.8359375,-1.625,-1.3515625,-1.3984375,-1.28125,-1.15625
383,enhancer,18,236,0,False,-0.0081787109375,-0.009521484375,-6.40625,-6.0625,-6.5625,-5.03125,-5.28125,-7.4375
384,ncrna,122,132,1,False,-1.0390625,-1.265625,-1.328125,-1.09375,-3.078125,-1.328125,-1.09375,-2.125
385,cds,159,95,0,False,-0.84765625,-0.8203125,-1.7421875,-2.0625,-1.5625,-1.5859375,-1.671875,-1.484375
386,upstream,66,188,0,False,-1.6796875,-1.421875,-1.46875,-1.4453125,-1.1484375,-1.6328125,-1.328125,-1.1171875
387,downstream,254,0,3,False,-1.1875,-1.3203125,-1.765625,-1.4765625,-1.3984375,-1.4609375,-1.2890625,-1.296875
388,enhancer,142,112,0,False,-1.484375,-1.2109375,-1.9375,-1.578125,-1.5546875,-1.703125,-0.87109375,-1.1640625
389,ncrna,154,100,3,False,-1.9921875,-0.9296875,-0.94921875,-3.171875,-3.265625,-1.25,-0.828125,-1.2890625
390,cds,205,49,0,False,-0.9921875,-1.390625,-1.7578125,-1.7109375,-1.53125,-1.8984375,-1.421875,-0.86328125
391,upstream,76,178,1,False,-1.6171875,-1.0859375,-1.890625,-1.1015625,-0.60546875,-1.609375,-2.265625,-2.03125
392,downstream,179,75,3,False,-1.765625,-1.6953125,-1.5390625,-0.91796875,-1.1015625,-1.796875,-1.2734375,-1.375
393,enhancer,54,200,0,False,-1.5,-0.054443359375,-1.5078125,-5.3125,-0.984375,-3.078125,-1.703125,-6.25
394,ncrna,120,134,0,False,-0.047607421875,-0.06591796875,-4.78125,-5.65625,-3.46875,-2.953125,-4.96875,-4.78125
395,cds,68,186,3,False,-1.2109375,-1.171875,-1.5390625,-1.7734375,-2.0625,-1.671875,-1.0234375,-1.1015625
396,upstream,114,140,0,False,-1.1875,-1.9296875,-1.75,-3.078125,-1.765625,-3.421875,-1.046875,-0.25390625
397,downstream,159,95,1,False,-1.328125,-1.0703125,-1.5,-1.8984375,-1.984375,-1.578125,-0.984375,-1.1953125
398,enhancer,217,37,3,True,-1.0859375,-1.4140625,-1.71875,-1.546875,-1.890625,-1.5078125,-1.1015625,-1.1328125
399,ncrna,147,107,2,False,-2.984375,-2.734375,-3.21875,-1.5703125,-0.11962890625,-0.392578125,-3.796875,-2.96875
400,cds,42,212,1,False,-1.703125,-1.5078125,-1.3671875,-1.3046875,-1.578125,-1.78125,-1.0234375,-1.0859375
401,upstream,221,33,0,False,-1.03125,-1.171875,-1.7265625,-1.984375,-1.6484375,-1.7265625,-1.2890625,-0.984375
402,downstream,195,59,3,True,-0.8671875,-1.328125,-1.9765625,-1.3125,-2.359375,-1.515625,-1.0546875,-1.3984375
403,enhancer,117,137,3,True,-6.4375,-7.375,-6.59375,-7.0625,-6.9375,-7.78125,-0.003936767578125,-0.00189971923828125
404,ncrna,49,205,0,True,-0.953125,-0.1982421875,-1.9140625,-3.046875,-1.75,-2.40625,-1.2265625,-3.1875
405,cds,134,120,3,False,-4.96875,-7.28125,-1.3359375,-5.375,-4.6875,-8.8125,-0.328125,-0.00555419921875
406,upstream,101,153,1,False,-0.8046875,-1.7734375,-1.734375,-1.0078125,-1.5703125,-1.2265625,-1.7734375,-1.7578125
407,downstream,209,45,0,True,-2.328125,-1.3984375,-2.140625,-1.78125,-0.263671875,-1.3984375,-4.0625,-1.0859375
408,enhancer,94,160,1,False,-8.125,-6.71875,-0.000843048095703125,-0.0115966796875,-9.5625,-6.3125,-7.65625,-4.78125
409,ncrna,73,181,1,False,-7.84375,-6.09375,-0.0021514892578125,-0.0162353515625,-8.5,-5.0625,-6.46875,-4.875
410,cds,195,59,2,True,-1.328125,-1.59375,-1.578125,-1.015625,-1.5,-1.625,-1.1875,-1.4296875
411,upstream,209,45,1,True,-6.1875,-5.46875,-4.34375,-3.890625,-5.25,-5.28125,-0.0205078125,-0.030029296875
412,downstream,188,66,3,True,-1.2734375,-0.91015625,-1.8984375,-1.671875,-1.8046875,-1.3984375,-0.8984375,-1.8125
413,enhancer,207,47,2,True,-1.6015625,-1.8671875,-1.3984375,-0.9140625,-0.828125,-1.25,-2.171875,-1.8515625
414,ncrna,155,99,3,False,-6.5,-7.46875,-5.125,-6.78125,-6.46875,-6.8125,-0.00909423828125,-0.0028228759765625
415,cds,25,229,3,False,-1.359375,-1.0703125,-1.578125,-1.3046875,-1.421875,-1.953125,-1.21875,-1.40625
416,upstream,130,124,0,True,-1.1953125,-1.1796875,-1.5234375,-1.84375,-1.796875,-1.6953125,-1.15625,-1.046875
417,downstream,252,2,2,False,-3.234375,-1.609375,-4.5625,-1.3046875,-0.06005859375,-1.375,-4.78125,-1.296875
418,enhancer,107,147,3,False,-1.6640625,-1.6015625,-0.9296875,-1.296875,-2.296875,-1.1171875,-1.15625,-1.625
419,ncrna,31,223,2,False,-2.03125,-1.2109375,-1.2890625,-4.03125,-1.03125,-0.404296875,-1.4375,-4.1875
420,cds,215,39,2,False,-1.2265625,-1.09375,-1.4296875,-1.796875,-1.671875,-1.765625,-1.2734375,-1.1171875
